,split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
81,zsl_split,3,387,96653124.tif,30177,10401602_10401608.tif,0
82,zsl_split,3,388,96653420.tif,386,96653442.tif,1
83,zsl_split,3,388,96653420.tif,12953,2069719269.tif,0
84,zsl_split,3,389,96653067.tif,380,96653335.tif,1
85,zsl_split,3,389,96653067.tif,28195,10033562.tif,0
86,zsl_split,3,390,96653205.tif,391,96652671.tif,1
87,zsl_split,3,390,96653205.tif,28578,50486276-6284.tif,0
88,zsl_split,3,391,96652671.tif,384,96653268.tif,1
89,zsl_split,3,391,96652671.tif,48793,2024489233_2024489239.tif,0
90,zsl_split,3,392,96653669.tif,386,96653442.tif,1
91,zsl_split,3,392,96653669.tif,48614,50650089-0092.tif,0
92,zsl_split,3,393,96653740.tif,380,96653335.tif,1
93,zsl_split,3,393,96653740.tif,491,2075565720.tif,0
94,zsl_split,3,394,96653316.tif,380,96653335.tif,1
95,zsl_split,3,394,96653316.tif,30520,40042975-2984.tif,0
96,zsl_split,3,395,96653250.tif,380,96653335.tif,1
97,zsl_split,3,395,96653250.tif,30143,50435080-5080.tif,0
98,zsl_split,3,396,96653307.tif,394,96653316.tif,1
99,zsl_split,3,396,96653307.tif,28607,50526579-6584.tif,0
100,zsl_split,3,397,96653752.tif,390,96653205.tif,1
101,zsl_split,3,397,96653752.tif,5634,513592274_513592275.tif,0
102,zsl_split,3,414,93420899.tif,415,93420884.tif,1
103,zsl_split,3,414,93420899.tif,20112,ti14580033_0034.tif,0
104,zsl_split,3,415,93420884.tif,414,93420899.tif,1
105,zsl_split,3,415,93420884.tif,28388,PUBLICATIONS024973-4.tif,0
106,zsl_split,3,424,2073689958.tif,427,2074220774.tif,1
107,zsl_split,3,424,2073689958.tif,26129,10330899.tif,0
108,zsl_split,3,425,2074948245.tif,427,2074220774.tif,1
109,zsl_split,3,425,2074948245.tif,29953,50570039-0044.tif,0
110,zsl_split,3,426,2075300462.tif,455,2075970824.tif,1
111,zsl_split,3,426,2075300462.tif,27948,50653888-3888.tif,0
112,zsl_split,3,427,2074220774.tif,503,2074672753.tif,1
113,zsl_split,3,427,2074220774.tif,20472,71470366.tif,0
114,zsl_split,3,428,2074955087.tif,456,2074672782.tif,1
115,zsl_split,3,428,2074955087.tif,27324,1003081297_1003081300.tif,0
116,zsl_split,3,429,2074824468.tif,459,2076164916.tif,1
117,zsl_split,3,429,2074824468.tif,17220,2060545058.tif,0
118,zsl_split,3,430,2076165141.tif,483,2075334870.tif,1
119,zsl_split,3,430,2076165141.tif,30784,PUBLICATIONS027863-7.tif,0
120,zsl_split,3,431,2074945360.tif,479,2074843918.tif,1
121,zsl_split,3,431,2074945360.tif,25939,50396931-6935.tif,0
122,zsl_split,3,432,2075475340.tif,439,2074822466.tif,1
123,zsl_split,3,432,2075475340.tif,29023,50579866-9868.tif,0
124,zsl_split,3,433,2075488463.tif,469,2075465057.tif,1
125,zsl_split,3,433,2075488463.tif,48694,50632423-2428.tif,0
126,zsl_split,3,434,2074838808.tif,447,2074248788.tif,1
127,zsl_split,3,434,2074838808.tif,28165,10356080_10356083.tif,0
128,zsl_split,3,435,2074827383.tif,490,2074821963.tif,1
129,zsl_split,3,435,2074827383.tif,12117,2069725104.tif,0
130,zsl_split,3,436,2074824808.tif,461,2075322970.tif,1
131,zsl_split,3,436,2074824808.tif,30075,50730084-0087.tif,0
132,zsl_split,3,437,2075549822.tif,427,2074220774.tif,1
133,zsl_split,3,437,2075549822.tif,14033,2031321267.tif,0
134,zsl_split,3,438,2075464949.tif,462,2075489796.tif,1
135,zsl_split,3,438,2075464949.tif,6911,2024482919.tif,0
136,zsl_split,3,439,2074822466.tif,474,2075328024.tif,1
137,zsl_split,3,439,2074822466.tif,17290,2505116923.tif,0
138,zsl_split,3,440,2075492784.tif,442,2064807359.tif,1
139,zsl_split,3,440,2075492784.tif,27425,50584862-4862.tif,0
140,zsl_split,3,441,2077800184.tif,432,2075475340.tif,1
141,zsl_split,3,441,2077800184.tif,27863,50529130-9136.tif,0
142,zsl_split,3,442,2064807359.tif,498,2075782414.tif,1
143,zsl_split,3,442,2064807359.tif,26929,2505512504_2507.tif,0
144,zsl_split,3,443,2074956077.tif,453,2075579431.tif,1
145,zsl_split,3,443,2074956077.tif,7430,2057435463_2057435464.tif,0
146,zsl_split,3,444,2075016520.tif,506,2074859114.tif,1
147,zsl_split,3,444,2075016520.tif,2672,508293075.tif,0
148,zsl_split,3,445,2064873043.tif,498,2075782414.tif,1
149,zsl_split,3,445,2064873043.tif,54709,2040267318.tif,0
150,zsl_split,3,446,2075775850.tif,504,2074693786.tif,1
151,zsl_split,3,446,2075775850.tif,25999,10344621.tif,0
152,zsl_split,3,447,2074248788.tif,478,2075326915.tif,1
153,zsl_split,3,447,2074248788.tif,39402,2070693557_3567.tif,0
154,zsl_split,3,448,2074844086.tif,491,2075565720.tif,1
155,zsl_split,3,448,2074844086.tif,30502,50715456-5461.tif,0
156,zsl_split,3,449,2075489792.tif,488,2064771352.tif,1
157,zsl_split,3,449,2075489792.tif,48922,50608749-8760.tif,0
158,zsl_split,3,450,2075073999.tif,493,2074248797.tif,1
159,zsl_split,3,450,2075073999.tif,30134,10051143_10051156.tif,0
160,zsl_split,3,451,2073086839.tif,459,2076164916.tif,1
161,zsl_split,3,451,2073086839.tif,28928,50542466-2466.tif,0
162,zsl_split,3,452,2075487553.tif,456,2074672782.tif,1
163,zsl_split,3,452,2075487553.tif,13540,2069721375.tif,0
164,zsl_split,3,453,2075579431.tif,475,2074827935.tif,1
165,zsl_split,3,453,2075579431.tif,28548,PUBLICATIONS008574-8.tif,0
166,zsl_split,3,454,2074849359.tif,427,2074220774.tif,1
167,zsl_split,3,454,2074849359.tif,30504,2501155430.tif,0
168,zsl_split,3,455,2075970824.tif,457,2074681114.tif,1
169,zsl_split,3,455,2075970824.tif,48782,50727423-7426.tif,0
170,zsl_split,3,456,2074672782.tif,486,2074849808.tif,1
171,zsl_split,3,456,2074672782.tif,14542,40031607-1607.tif,0
172,zsl_split,3,457,2074681114.tif,493,2074248797.tif,1
173,zsl_split,3,457,2074681114.tif,27215,50493941-3941.tif,0
174,zsl_split,3,458,2075569703.tif,431,2074945360.tif,1
175,zsl_split,3,458,2075569703.tif,12285,2069717929.tif,0
176,zsl_split,3,459,2076164916.tif,428,2074955087.tif,1
177,zsl_split,3,459,2076164916.tif,26911,2055149632.tif,0
178,zsl_split,3,460,2074932477.tif,479,2074843918.tif,1
179,zsl_split,3,460,2074932477.tif,18741,tob07415.68.tif,0
180,zsl_split,3,461,2075322970.tif,454,2074849359.tif,1
181,zsl_split,3,461,2075322970.tif,14147,2069721249.tif,0
182,zsl_split,3,462,2075489796.tif,465,2074222272.tif,1
183,zsl_split,3,462,2075489796.tif,13996,2053453025.tif,0
184,zsl_split,3,463,2075278505.tif,496,2074132448.tif,1
185,zsl_split,3,463,2075278505.tif,12508,2069732675.tif,0
186,zsl_split,3,464,2075850260.tif,427,2074220774.tif,1
187,zsl_split,3,464,2075850260.tif,14142,2031296342.tif,0
188,zsl_split,3,465,2074222272.tif,445,2064873043.tif,1
189,zsl_split,3,465,2074222272.tif,12935,2069730505.tif,0
190,zsl_split,3,466,2075762904.tif,434,2074838808.tif,1
191,zsl_split,3,466,2075762904.tif,12431,2069724708.tif,0
192,zsl_split,3,467,2074248787.tif,458,2075569703.tif,1
193,zsl_split,3,467,2074248787.tif,31539,515409019_515409025.tif,0
194,zsl_split,3,468,2074838816.tif,477,2075548096.tif,1
195,zsl_split,3,468,2074838816.tif,23288,507691661_507691662.tif,0
196,zsl_split,3,469,2075465057.tif,497,2081354943.tif,1
197,zsl_split,3,469,2075465057.tif,26126,10405064_10405066.tif,0
198,zsl_split,3,470,2072797328.tif,469,2075465057.tif,1
199,zsl_split,3,470,2072797328.tif,28097,50073516_50073519.tif,0
200,zsl_split,3,471,2074657825.tif,507,2077876860.tif,1
201,zsl_split,3,471,2074657825.tif,48513,2060435254_5265.tif,0
202,zsl_split,3,472,2074222271.tif,435,2074827383.tif,1
203,zsl_split,3,472,2074222271.tif,6896,2024484226.tif,0
204,zsl_split,3,473,2075487506.tif,505,2074827931.tif,1
205,zsl_split,3,473,2075487506.tif,7472,2057441180_2057441181.tif,0
206,zsl_split,3,474,2075328024.tif,466,2075762904.tif,1
207,zsl_split,3,474,2075328024.tif,27173,2015031883_2015031892.tif,0
208,zsl_split,3,475,2074827935.tif,473,2075487506.tif,1
209,zsl_split,3,475,2074827935.tif,48735,2505615763_5768.tif,0
210,zsl_split,3,476,2074693448.tif,471,2074657825.tif,1
211,zsl_split,3,476,2074693448.tif,12938,2069730646.tif,0
212,zsl_split,3,477,2075548096.tif,484,2074220722.tif,1
213,zsl_split,3,477,2075548096.tif,2444,0030049048.tif,0
214,zsl_split,3,478,2075326915.tif,479,2074843918.tif,1
215,zsl_split,3,478,2075326915.tif,6918,2024483196.tif,0
216,zsl_split,3,479,2074843918.tif,446,2075775850.tif,1
217,zsl_split,3,479,2074843918.tif,27154,50593864-3864.tif,0
218,zsl_split,3,480,2075302212.tif,459,2076164916.tif,1
219,zsl_split,3,480,2075302212.tif,15102,tob01705.91_tob01705.92.tif,0
220,zsl_split,3,481,2075328660.tif,467,2074248787.tif,1
221,zsl_split,3,481,2075328660.tif,48467,50253465-3465.tif,0
222,zsl_split,3,482,2074828131.tif,476,2074693448.tif,1
223,zsl_split,3,482,2074828131.tif,69266,2049251807.tif,0
224,zsl_split,3,483,2075334870.tif,452,2075487553.tif,1
225,zsl_split,3,483,2075334870.tif,20404,509138927+-8927.tif,0
226,zsl_split,3,484,2074220722.tif,446,2075775850.tif,1
227,zsl_split,3,484,2074220722.tif,26586,50564151-4160.tif,0
228,zsl_split,3,485,2075328310.tif,472,2074222271.tif,1
229,zsl_split,3,485,2075328310.tif,9656,2085598684.tif,0
230,zsl_split,3,486,2074849808.tif,460,2074932477.tif,1
231,zsl_split,3,486,2074849808.tif,12433,2069720694.tif,0
232,zsl_split,3,487,2074221786.tif,459,2076164916.tif,1
233,zsl_split,3,487,2074221786.tif,28320,50460320-0320.tif,0
234,zsl_split,3,488,2064771352.tif,469,2075465057.tif,1
235,zsl_split,3,488,2064771352.tif,29632,10360026_10360038.tif,0
236,zsl_split,3,489,2074827653.tif,429,2074824468.tif,1
237,zsl_split,3,489,2074827653.tif,30680,40005771-5771.tif,0
238,zsl_split,3,490,2074821963.tif,444,2075016520.tif,1
239,zsl_split,3,490,2074821963.tif,27469,2075904556_4560.tif,0
240,zsl_split,3,491,2075565720.tif,487,2074221786.tif,1
241,zsl_split,3,491,2075565720.tif,12941,2069719228.tif,0
242,zsl_split,3,492,2074822088.tif,468,2074838816.tif,1
243,zsl_split,3,492,2074822088.tif,45295,0000998307.tif,0
244,zsl_split,3,493,2074248797.tif,461,2075322970.tif,1
245,zsl_split,3,493,2074248797.tif,19978,2505946799.tif,0
246,zsl_split,3,494,2075049549.tif,428,2074955087.tif,1
247,zsl_split,3,494,2075049549.tif,25909,2505247534.tif,0
248,zsl_split,3,495,2072813481.tif,436,2074824808.tif,1
249,zsl_split,3,495,2072813481.tif,3385,2070221248.tif,0
250,zsl_split,3,496,2074132448.tif,463,2075278505.tif,1
251,zsl_split,3,496,2074132448.tif,26066,50550839-0843.tif,0
252,zsl_split,3,497,2081354943.tif,436,2074824808.tif,1
253,zsl_split,3,497,2081354943.tif,7450,2023080858_2023080859.tif,0
254,zsl_split,3,498,2075782414.tif,505,2074827931.tif,1
255,zsl_split,3,498,2075782414.tif,7391,2057468967_2057468968.tif,0
256,zsl_split,3,499,2075492923.tif,434,2074838808.tif,1
257,zsl_split,3,499,2075492923.tif,28648,40012763-2763.tif,0
258,zsl_split,3,500,2074822398.tif,430,2076165141.tif,1
259,zsl_split,3,500,2074822398.tif,13131,2069722605.tif,0
260,zsl_split,3,501,2074838817.tif,499,2075492923.tif,1
261,zsl_split,3,501,2074838817.tif,5739,2505152276.tif,0
262,zsl_split,3,502,2077877254.tif,484,2074220722.tif,1
263,zsl_split,3,502,2077877254.tif,14647,1003185878_1003185880.tif,0
264,zsl_split,3,503,2074672753.tif,501,2074838817.tif,1
265,zsl_split,3,503,2074672753.tif,14380,2069546498.tif,0
266,zsl_split,3,504,2074693786.tif,505,2074827931.tif,1
267,zsl_split,3,504,2074693786.tif,48971,50649484-9484.tif,0
268,zsl_split,3,505,2074827931.tif,501,2074838817.tif,1
269,zsl_split,3,505,2074827931.tif,4000,2064719168.tif,0
270,zsl_split,3,506,2074859114.tif,459,2076164916.tif,1
271,zsl_split,3,506,2074859114.tif,26638,10348409_10348414.tif,0
272,zsl_split,3,507,2077876860.tif,459,2076164916.tif,1
273,zsl_split,3,507,2077876860.tif,43459,00122758.tif,0
274,zsl_split,3,508,2075328299.tif,457,2074681114.tif,1
275,zsl_split,3,508,2075328299.tif,27529,2015035910_2015035913.tif,0
276,zsl_split,3,1094,518087606.tif,1095,518929163+-9166.tif,1
277,zsl_split,3,1094,518087606.tif,18827,2030691332.tif,0
278,zsl_split,3,1095,518929163+-9166.tif,1094,518087606.tif,1
279,zsl_split,3,1095,518929163+-9166.tif,13821,2069720961.tif,0
280,zsl_split,3,1096,2020346642.tif,1100,2021562017_2021562019.tif,1
281,zsl_split,3,1096,2020346642.tif,30623,10322266_10322271.tif,0
282,zsl_split,3,1097,2025324595.tif,1098,2030471663.tif,1
283,zsl_split,3,1097,2025324595.tif,27745,2082559145_9149.tif,0
284,zsl_split,3,1098,2030471663.tif,1097,2025324595.tif,1
285,zsl_split,3,1098,2030471663.tif,27675,PUBLICATIONS0049496-.tif,0
286,zsl_split,3,1099,2024579555.tif,1100,2021562017_2021562019.tif,1
287,zsl_split,3,1099,2024579555.tif,4936,505411653+-1654.tif,0
288,zsl_split,3,1100,2021562017_2021562019.tif,1098,2030471663.tif,1
289,zsl_split,3,1100,2021562017_2021562019.tif,68836,2045467789.tif,0
290,zsl_split,3,1101,509133573+-3573.tif,1103,509133704+-3704.tif,1
291,zsl_split,3,1101,509133573+-3573.tif,27998,PUBLICATIONS048043-8.tif,0
292,zsl_split,3,1102,509133699+-3699.tif,1104,509133541+-3541.tif,1
293,zsl_split,3,1102,509133699+-3699.tif,30797,50692861-2865.tif,0
294,zsl_split,3,1103,509133704+-3704.tif,1101,509133573+-3573.tif,1
295,zsl_split,3,1103,509133704+-3704.tif,69501,00556658.tif,0
296,zsl_split,3,1104,509133541+-3541.tif,1103,509133704+-3704.tif,1
297,zsl_split,3,1104,509133541+-3541.tif,28649,1004800021_1004800036.tif,0
298,zsl_split,3,1799,2023198579.tif,1800,2021255640.tif,1
299,zsl_split,3,1799,2023198579.tif,30612,10320761_10320764.tif,0
300,zsl_split,3,1800,2021255640.tif,1799,2023198579.tif,1
301,zsl_split,3,1800,2021255640.tif,42420,50519585-9585.tif,0
302,zsl_split,3,1837,2054948519.tif,1842,2054949716_2054949717.tif,1
303,zsl_split,3,1837,2054948519.tif,29759,50378043-8047.tif,0
304,zsl_split,3,1838,2054934865.tif,1840,2054934901.tif,1
305,zsl_split,3,1838,2054934865.tif,48830,50537369-7369.tif,0
306,zsl_split,3,1839,2054949444.tif,1840,2054934901.tif,1
307,zsl_split,3,1839,2054949444.tif,48378,50615299-5299.tif,0
308,zsl_split,3,1840,2054934901.tif,1850,2054942279.tif,1
309,zsl_split,3,1840,2054934901.tif,45223,71390198.tif,0
310,zsl_split,3,1841,2054934876.tif,1837,2054948519.tif,1
311,zsl_split,3,1841,2054934876.tif,27930,50336703-6715.tif,0
312,zsl_split,3,1842,2054949716_2054949717.tif,1843,2054941413.tif,1
313,zsl_split,3,1842,2054949716_2054949717.tif,52880,2063195933.tif,0
314,zsl_split,3,1843,2054941413.tif,1847,2054942328.tif,1
315,zsl_split,3,1843,2054941413.tif,14528,2501325764_2501325766.tif,0
316,zsl_split,3,1844,2054934832.tif,1842,2054949716_2054949717.tif,1
317,zsl_split,3,1844,2054934832.tif,14035,2069737939.tif,0
318,zsl_split,3,1845,2054934891.tif,1842,2054949716_2054949717.tif,1
319,zsl_split,3,1845,2054934891.tif,13662,2069723289.tif,0
320,zsl_split,3,1846,2054949449.tif,1847,2054942328.tif,1
321,zsl_split,3,1846,2054949449.tif,26625,50641193-1203.tif,0
322,zsl_split,3,1847,2054942328.tif,1840,2054934901.tif,1
323,zsl_split,3,1847,2054942328.tif,28547,50568059-8062.tif,0
324,zsl_split,3,1848,2054949651.tif,1838,2054934865.tif,1
325,zsl_split,3,1848,2054949651.tif,28551,10340316_10340327.tif,0
326,zsl_split,3,1849,2054934888.tif,1844,2054934832.tif,1
327,zsl_split,3,1849,2054934888.tif,28405,50456354-6354.tif,0
328,zsl_split,3,1850,2054942279.tif,1846,2054949449.tif,1
329,zsl_split,3,1850,2054942279.tif,30369,50540401-0406.tif,0
330,zsl_split,3,1853,518699283+-9286.tif,1855,518716529+-6593.tif,1
331,zsl_split,3,1853,518699283+-9286.tif,36626,2501590416.tif,0
332,zsl_split,3,1854,522527733+-7735.tif,1856,518492596+-2619.tif,1
333,zsl_split,3,1854,522527733+-7735.tif,8,tob08311.32.tif,0
334,zsl_split,3,1855,518716529+-6593.tif,1856,518492596+-2619.tif,1
335,zsl_split,3,1855,518716529+-6593.tif,18530,00846025_6030.tif,0
336,zsl_split,3,1856,518492596+-2619.tif,1855,518716529+-6593.tif,1
337,zsl_split,3,1856,518492596+-2619.tif,15883,0000176453.tif,0
338,zsl_split,3,1857,518749978+-9981.tif,1855,518716529+-6593.tif,1
339,zsl_split,3,1857,518749978+-9981.tif,68894,2045467925.tif,0
340,zsl_split,3,1858,2077022338.tif,1859,2074948180.tif,1
341,zsl_split,3,1858,2077022338.tif,4002,2084107440.tif,0
342,zsl_split,3,1859,2074948180.tif,1858,2077022338.tif,1
343,zsl_split,3,1859,2074948180.tif,27737,50402395-2400.tif,0
344,zsl_split,3,2440,03280750.tif,2444,0030049048.tif,1
345,zsl_split,3,2440,03280750.tif,26178,PUBLICATIONS006019-6.tif,0
346,zsl_split,3,2441,0030049002.tif,2443,0030049207.tif,1
347,zsl_split,3,2441,0030049002.tif,18676,87673417_87673425.tif,0
348,zsl_split,3,2442,01743625.tif,2443,0030049207.tif,1
349,zsl_split,3,2442,01743625.tif,28150,2071116332_6333.tif,0
350,zsl_split,3,2443,0030049207.tif,2444,0030049048.tif,1
351,zsl_split,3,2443,0030049207.tif,26874,11050372_11050381.tif,0
352,zsl_split,3,2444,0030049048.tif,2441,0030049002.tif,1
353,zsl_split,3,2444,0030049048.tif,6163,2053783904.tif,0
354,zsl_split,3,2570,71447727.tif,2571,71421427.tif,1
355,zsl_split,3,2570,71447727.tif,33930,2024491937.tif,0
356,zsl_split,3,2571,71421427.tif,2570,71447727.tif,1
357,zsl_split,3,2571,71421427.tif,30396,92493137_3167.tif,0
358,zsl_split,3,2672,508293075.tif,2673,508293080.tif,1
359,zsl_split,3,2672,508293075.tif,28124,PUBLICATIONS056134-6.tif,0
360,zsl_split,3,2673,508293080.tif,2672,508293075.tif,1
361,zsl_split,3,2673,508293080.tif,28409,PUBLICATIONS016905-6.tif,0
362,zsl_split,3,2691,2073089530.tif,2692,2074827521.tif,1
363,zsl_split,3,2691,2073089530.tif,26269,50386576-6576.tif,0
364,zsl_split,3,2692,2074827521.tif,2691,2073089530.tif,1
365,zsl_split,3,2692,2074827521.tif,30160,PUBLICATIONS024046-4.tif,0
366,zsl_split,3,2695,87064183.tif,2696,87062787.tif,1
367,zsl_split,3,2695,87064183.tif,13131,2069722605.tif,0
368,zsl_split,3,2696,87062787.tif,2695,87064183.tif,1
369,zsl_split,3,2696,87062787.tif,502,2077877254.tif,0
370,zsl_split,3,3192,01748623.tif,3193,03055548_5549.tif,1
371,zsl_split,3,3192,01748623.tif,17241,2063513500.tif,0
372,zsl_split,3,3193,03055548_5549.tif,3192,01748623.tif,1
373,zsl_split,3,3193,03055548_5549.tif,29687,2024993825_2024993828.tif,0
374,zsl_split,3,3224,0060042012.tif,3226,0060042011.tif,1
375,zsl_split,3,3224,0060042012.tif,23254,2028633926_2028633929.tif,0
376,zsl_split,3,3225,0060077568.tif,3224,0060042012.tif,1
377,zsl_split,3,3225,0060077568.tif,30058,2501720429_0433.tif,0
378,zsl_split,3,3226,0060042011.tif,3225,0060077568.tif,1
379,zsl_split,3,3226,0060042011.tif,28028,50398617-8617.tif,0
380,zsl_split,3,3296,502613338a-3339.tif,3297,502613362a-3363.tif,1
381,zsl_split,3,3296,502613338a-3339.tif,48798,2064253543_3548.tif,0
382,zsl_split,3,3297,502613362a-3363.tif,3296,502613338a-3339.tif,1
383,zsl_split,3,3297,502613362a-3363.tif,30157,2024833675_2024833677.tif,0
384,zsl_split,3,3346,509131204.tif,3347,509131205.tif,1
385,zsl_split,3,3346,509131204.tif,26899,10344135_10344139.tif,0
386,zsl_split,3,3347,509131205.tif,3346,509131204.tif,1
387,zsl_split,3,3347,509131205.tif,26333,50615141-5141.tif,0
388,zsl_split,3,3369,2085190141.tif,3371,2085190193.tif,1
389,zsl_split,3,3369,2085190141.tif,69686,00555489.tif,0
390,zsl_split,3,3370,2085003075.tif,3372,2085003069.tif,1
391,zsl_split,3,3370,2085003075.tif,12909,2031296417.tif,0
392,zsl_split,3,3371,2085190193.tif,3369,2085190141.tif,1
393,zsl_split,3,3371,2085190193.tif,26705,2029095479_2029095484.tif,0
394,zsl_split,3,3372,2085003069.tif,3370,2085003075.tif,1
395,zsl_split,3,3372,2085003069.tif,20098,ti14580548.tif,0
396,zsl_split,3,3373,509355457+-5457.tif,3374,509355392+-5392.tif,1
397,zsl_split,3,3373,509355457+-5457.tif,19888,2505511240.tif,0
398,zsl_split,3,3374,509355392+-5392.tif,3373,509355457+-5457.tif,1
399,zsl_split,3,3374,509355392+-5392.tif,3347,509131205.tif,0
400,zsl_split,3,3375,509355104+-5104.tif,3373,509355457+-5457.tif,1
401,zsl_split,3,3375,509355104+-5104.tif,48515,50505118-5129.tif,0
402,zsl_split,3,3376,509355321+-5321.tif,3374,509355392+-5392.tif,1
403,zsl_split,3,3376,509355321+-5321.tif,48413,40022165-2178.tif,0
404,zsl_split,3,3377,509355329.tif,3380,509355434+-5434.tif,1
405,zsl_split,3,3377,509355329.tif,27229,88067675_7678.tif,0
406,zsl_split,3,3378,509355369+-5369.tif,3377,509355329.tif,1
