split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
zsl_split,4,1437,2040700941_2040700963.tif,60961,2040328599.tif,0
zsl_split,4,1438,ti31629107_9124.tif,1763,2063118620.tif,1
zsl_split,4,1438,ti31629107_9124.tif,43311,529285008+-5008.tif,0
zsl_split,4,1439,2070594619_4631.tif,1498,95544921_4925.tif,1
zsl_split,4,1439,2070594619_4631.tif,43980,527813925+-3927.tif,0
zsl_split,4,1440,tnwl0023090_3091.tif,1796,83553706_3707.tif,1
zsl_split,4,1440,tnwl0023090_3091.tif,17340,tob07315.37_tob07315.38.tif,0
zsl_split,4,1441,2070622145_2154.tif,1480,2079135781.tif,1
zsl_split,4,1441,2070622145_2154.tif,15485,40030974-0974.tif,0
zsl_split,4,1442,95545141_5143.tif,1847,tnwl0000798.tif,1
zsl_split,4,1442,95545141_5143.tif,43347,528320523+-0527.tif,0
zsl_split,4,1443,2070619712_9721.tif,1506,03748751_03748754.tif,1
zsl_split,4,1443,2070619712_9721.tif,42507,528006330+-6330.tif,0
zsl_split,4,1444,85181731_85181785.tif,1488,03300687.tif,1
zsl_split,4,1444,85181731_85181785.tif,43846,528010125+-0125.tif,0
zsl_split,4,1445,2070612080_2111.tif,1397,2040783752_2040783783.tif,1
zsl_split,4,1445,2070612080_2111.tif,40720,0001233896.tif,0
zsl_split,4,1446,ti17460733_0734.tif,1637,2060310530_2060310553.tif,1
zsl_split,4,1446,ti17460733_0734.tif,44665,528757380+-7380.tif,0
zsl_split,4,1447,ti06070404_0420.tif,1618,tnwl0024598.tif,1
zsl_split,4,1447,ti06070404_0420.tif,38278,0060031805.tif,0
zsl_split,4,1448,2070622175_2184.tif,1406,88093460_88093466.tif,1
zsl_split,4,1448,2070622175_2184.tif,43826,527881036+-1036.tif,0
zsl_split,4,1449,04100230_04100285.tif,1631,2020156884.tif,1
zsl_split,4,1449,04100230_04100285.tif,3898,88024242_88024243.tif,0
zsl_split,4,1450,tnwl0022511.tif,1541,ti31039016_9020.tif,1
zsl_split,4,1450,tnwl0022511.tif,43833,527828208+-8208.tif,0
zsl_split,4,1451,0000168836.tif,1801,tnwl0022525.tif,1
zsl_split,4,1451,0000168836.tif,44925,531228213+-8215.tif,0
zsl_split,4,1452,2024368589_2024368621.tif,1493,83786080_6092.tif,1
zsl_split,4,1452,2024368589_2024368621.tif,21396,530764585+-4586.tif,0
zsl_split,4,1453,85041579.tif,1670,2077591814_1828.tif,1
zsl_split,4,1453,85041579.tif,44465,528418348+-8349.tif,0
zsl_split,4,1454,0000121519.tif,1906,04400298_04400307.tif,1
zsl_split,4,1454,0000121519.tif,17380,60012134.tif,0
zsl_split,4,1455,ti16811042_1044.tif,1774,2040699897_2040699919.tif,1
zsl_split,4,1455,ti16811042_1044.tif,21294,85707235.tif,0
zsl_split,4,1456,0000337596.tif,1801,tnwl0022525.tif,1
zsl_split,4,1456,0000337596.tif,82357,2056051946_2056051952.tif,0
zsl_split,4,1457,04003308.tif,1678,ti16351201_1202.tif,1
zsl_split,4,1457,04003308.tif,6,2026167053.tif,0
zsl_split,4,1458,ti31110303.tif,1451,0000168836.tif,1
zsl_split,4,1458,ti31110303.tif,62343,11297560.tif,0
zsl_split,4,1459,ti16351506_1508.tif,1488,03300687.tif,1
zsl_split,4,1459,ti16351506_1508.tif,60979,2040597251.tif,0
zsl_split,4,1460,2065256175_6178.tif,1522,ti16810238_0239.tif,1
zsl_split,4,1460,2065256175_6178.tif,43735,528342889+-2889.tif,0
zsl_split,4,1461,86653409_3428.tif,1878,tcal0349758_9761.tif,1
zsl_split,4,1461,86653409_3428.tif,61123,2043676330.tif,0
zsl_split,4,1462,2064946018.tif,1809,03534339_03534344.tif,1
zsl_split,4,1462,2064946018.tif,15187,1001608272_1001608274.tif,0
zsl_split,4,1463,2044724486.tif,1898,0000106909.tif,1
zsl_split,4,1463,2044724486.tif,15144,503091542_503091550.tif,0
zsl_split,4,1464,ti30539069_9070.tif,1784,tob08111.51.tif,1
zsl_split,4,1464,ti30539069_9070.tif,15893,50348745-8745.tif,0
zsl_split,4,1465,2045528380_2045528392.tif,1856,93413362_3370.tif,1
zsl_split,4,1465,2045528380_2045528392.tif,42084,528759936+-9938.tif,0
zsl_split,4,1466,2040730238_2040730246.tif,1398,2070594762_4774.tif,1
zsl_split,4,1466,2040730238_2040730246.tif,41607,530471388+-1396.tif,0
zsl_split,4,1467,92319103.tif,1707,ti16350951_0952.tif,1
zsl_split,4,1467,92319103.tif,14493,519046979+-6980.tif,0
zsl_split,4,1468,ti30539086_9090.tif,1805,2040699245_2040699259.tif,1
zsl_split,4,1468,ti30539086_9090.tif,15023,1003189273_1003189277.tif,0
zsl_split,4,1469,2040699729_2040699751.tif,1920,0000139919.tif,1
zsl_split,4,1469,2040699729_2040699751.tif,44881,527926980+-6981.tif,0
zsl_split,4,1470,ti16352392_2395.tif,1928,83565398_5399.tif,1
zsl_split,4,1470,ti16352392_2395.tif,15761,0011859822.tif,0
zsl_split,4,1471,2070621845_1854.tif,1876,ti16810379_0380.tif,1
zsl_split,4,1471,2070621845_1854.tif,15816,508061016.tif,0
zsl_split,4,1472,2040783660.tif,1385,85583194_3244.tif,1
zsl_split,4,1472,2040783660.tif,14896,2085723043_3044.tif,0
zsl_split,4,1473,2070315866.tif,1737,83565352_5353.tif,1
zsl_split,4,1473,2070315866.tif,17095,2077789218_9219.tif,0
zsl_split,4,1474,04003274.tif,1887,2065025356_5363.tif,1
zsl_split,4,1474,04003274.tif,17384,508956478.tif,0
zsl_split,4,1475,2072371295_1296.tif,1474,04003274.tif,1
zsl_split,4,1475,2072371295_1296.tif,15284,60010737_60010738.tif,0
zsl_split,4,1476,0000116371.tif,1705,tcal0392360.tif,1
zsl_split,4,1476,0000116371.tif,43509,530593985+-3990.tif,0
zsl_split,4,1477,2070218245_8246.tif,1744,ti16352040_2041.tif,1
zsl_split,4,1477,2070218245_8246.tif,44583,527824010+-4010.tif,0
zsl_split,4,1478,2065025352_5355.tif,1629,ti17150002_0003.tif,1
zsl_split,4,1478,2065025352_5355.tif,15232,50051757.tif,0
zsl_split,4,1479,96343487_3489.tif,1586,83565360_5361.tif,1
zsl_split,4,1479,96343487_3489.tif,44796,528796931+-6939.tif,0
zsl_split,4,1480,2079135781.tif,1716,0000007175.tif,1
zsl_split,4,1480,2079135781.tif,61049,2044105176.tif,0
zsl_split,4,1481,0000011668.tif,1568,2044744297.tif,1
zsl_split,4,1481,0000011668.tif,15464,513154177.tif,0
zsl_split,4,1482,0000184452.tif,1865,11003853.tif,1
zsl_split,4,1482,0000184452.tif,61372,2041234766.tif,0
zsl_split,4,1483,tnwl0022468.tif,1490,0000039581.tif,1
zsl_split,4,1483,tnwl0022468.tif,43895,530215212+-5212.tif,0
zsl_split,4,1484,0000116578.tif,1364,99156754_6769.tif,1
zsl_split,4,1484,0000116578.tif,47747,2030580805.tif,0
zsl_split,4,1485,94005691_94005694.tif,1425,2072371354.tif,1
zsl_split,4,1485,94005691_94005694.tif,42712,528983133+-3135.tif,0
zsl_split,4,1486,2070594710_4722.tif,1410,ti16570615.tif,1
zsl_split,4,1486,2070594710_4722.tif,42076,528439867+-9867.tif,0
zsl_split,4,1487,2044065646.tif,1425,2072371354.tif,1
zsl_split,4,1487,2044065646.tif,47917,03196197.tif,0
zsl_split,4,1488,03300687.tif,1401,83565410_5411.tif,1
zsl_split,4,1488,03300687.tif,14095,500031741.tif,0
zsl_split,4,1489,2070618712a_8721.tif,1696,2045032729_2045032762.tif,1
zsl_split,4,1489,2070618712a_8721.tif,42334,528512769+-2772.tif,0
zsl_split,4,1490,0000039581.tif,1787,tob14727.72_tob14727.92.tif,1
zsl_split,4,1490,0000039581.tif,29781,0060302204.tif,0
zsl_split,4,1491,tob12218.47_tob12218.48.tif,1666,tcal0134213_4214.tif,1
zsl_split,4,1491,tob12218.47_tob12218.48.tif,82145,0000442771.tif,0
zsl_split,4,1492,0000118805.tif,1643,0000278859.tif,1
zsl_split,4,1492,0000118805.tif,62346,ton00934.18.tif,0
zsl_split,4,1493,83786080_6092.tif,1408,2070621925_1934.tif,1
zsl_split,4,1493,83786080_6092.tif,61198,2043928593.tif,0
zsl_split,4,1494,tnwl0050475_0478.tif,1831,03075110_03075118.tif,1
zsl_split,4,1494,tnwl0050475_0478.tif,43603,528054535+-4535.tif,0
zsl_split,4,1495,0000121247.tif,1771,2064945397_5409.tif,1
zsl_split,4,1495,0000121247.tif,15224,2045555041.tif,0
zsl_split,4,1496,03302129_03302198.tif,1410,ti16570615.tif,1
zsl_split,4,1496,03302129_03302198.tif,44495,527898393+-8393.tif,0
zsl_split,4,1497,2041583856_2041583857.tif,1528,0000106258.tif,1
zsl_split,4,1497,2041583856_2041583857.tif,41569,527961009+-1009.tif,0
zsl_split,4,1498,95544921_4925.tif,1447,ti06070404_0420.tif,1
zsl_split,4,1498,95544921_4925.tif,42579,531305785+-5786.tif,0
zsl_split,4,1499,83565364_5365.tif,1478,2065025352_5355.tif,1
zsl_split,4,1499,83565364_5365.tif,42412,530880867+-0872.tif,0
zsl_split,4,1500,86618509_8519.tif,1544,04100174_04100228.tif,1
zsl_split,4,1500,86618509_8519.tif,42220,528603963+-3963.tif,0
zsl_split,4,1501,tim01314.87.tif,1559,tnwl0026587.tif,1
zsl_split,4,1501,tim01314.87.tif,42564,528956618+-6620.tif,0
zsl_split,4,1502,2073880802_0804.tif,1625,83543618_3619.tif,1
zsl_split,4,1502,2073880802_0804.tif,60916,2040454501.tif,0
zsl_split,4,1503,2070040714_0715.tif,1576,83565142_5143.tif,1
zsl_split,4,1503,2070040714_0715.tif,43434,528374137+-4138.tif,0
zsl_split,4,1504,0000253114.tif,1620,04003276.tif,1
zsl_split,4,1504,0000253114.tif,44587,528859482+-9482.tif,0
zsl_split,4,1505,03065004_03065007.tif,1682,2070619651_9661.tif,1
zsl_split,4,1505,03065004_03065007.tif,14060,506263565_506263566.tif,0
zsl_split,4,1506,03748751_03748754.tif,1442,95545141_5143.tif,1
zsl_split,4,1506,03748751_03748754.tif,27029,93503307.tif,0
zsl_split,4,1507,2077864369_4375.tif,1728,0000073054.tif,1
zsl_split,4,1507,2077864369_4375.tif,43751,530271001+-1001.tif,0
zsl_split,4,1508,04003370.tif,1524,2078273264_3275.tif,1
zsl_split,4,1508,04003370.tif,29607,2041720681_2041720685.tif,0
zsl_split,4,1509,tob16911.88_tob16912.41.tif,1628,2070622095_2104.tif,1
zsl_split,4,1509,tob16911.88_tob16912.41.tif,14397,515975873.tif,0
zsl_split,4,1510,titx1312.83_titx1312.90.tif,1430,0000339055.tif,1
zsl_split,4,1510,titx1312.83_titx1312.90.tif,9079,2057416893_2057416894.tif,0
zsl_split,4,1511,2040740122.tif,1403,2074075357_5358.tif,1
zsl_split,4,1511,2040740122.tif,2631,2074133279.tif,0
zsl_split,4,1512,2043250283_2043250292.tif,1570,2070621875_1884.tif,1
zsl_split,4,1512,2043250283_2043250292.tif,45056,531295865+-5865.tif,0
zsl_split,4,1513,0000231739.tif,1603,2055033644_2055033652.tif,1
zsl_split,4,1513,0000231739.tif,42391,529198825+-8826.tif,0
zsl_split,4,1514,85013514_85013529.tif,1808,2075982883_2897.tif,1
zsl_split,4,1514,85013514_85013529.tif,17646,2025850988.tif,0
zsl_split,4,1515,2077888720_8732.tif,1376,tim01042.61_tim01042.63.tif,1
zsl_split,4,1515,2077888720_8732.tif,17507,518451357_518451361.tif,0
zsl_split,4,1516,81186967_81186977.tif,1518,83563206_3207.tif,1
zsl_split,4,1516,81186967_81186977.tif,17407,506196617.tif,0
zsl_split,4,1517,2077864357_4362.tif,1374,2063260000.tif,1
zsl_split,4,1517,2077864357_4362.tif,17701,2505100149.tif,0
zsl_split,4,1518,83563206_3207.tif,1791,86001766.tif,1
zsl_split,4,1518,83563206_3207.tif,17146,0000066897.tif,0
zsl_split,4,1519,titx0106.33.tif,1406,88093460_88093466.tif,1
zsl_split,4,1519,titx0106.33.tif,41982,531615077+-5077.tif,0
zsl_split,4,1520,tnwl0044884.tif,1719,ti16370003_0004.tif,1
zsl_split,4,1520,tnwl0044884.tif,8902,2051530011_2051530012.tif,0
zsl_split,4,1521,2048686495.tif,1891,tnwl0043670_3672.tif,1
zsl_split,4,1521,2048686495.tif,9050,2057474555_2057474556.tif,0
zsl_split,4,1522,ti16810238_0239.tif,1797,0000114101.tif,1
zsl_split,4,1522,ti16810238_0239.tif,62365,tob10911.01.tif,0
zsl_split,4,1523,2040732272_2040732291.tif,1466,2040730238_2040730246.tif,1
zsl_split,4,1523,2040732272_2040732291.tif,64004,2063113077.tif,0
zsl_split,4,1524,2078273264_3275.tif,1807,ti17490809_0810.tif,1
zsl_split,4,1524,2078273264_3275.tif,26502,ti14580548.tif,0
zsl_split,4,1525,04003257.tif,1800,2062352775_2776.tif,1
