,split_mode,split_number,file_a_idx,file_a_name,file_b_idx,file_b_name,is_equal
129,zsl_split,1,673,2505126378_6379.tif,1725,2075045396.tif,0
130,zsl_split,1,674,2029179435_2029179436.tif,673,2505126378_6379.tif,1
131,zsl_split,1,674,2029179435_2029179436.tif,2446,518294251+-4252.tif,0
132,zsl_split,1,948,0001209718.tif,962,0001209709.tif,1
133,zsl_split,1,948,0001209718.tif,1207,0000057514.tif,0
134,zsl_split,1,949,0001209726.tif,951,0001209729.tif,1
135,zsl_split,1,949,0001209726.tif,1211,0000081211.tif,0
136,zsl_split,1,950,0001209708.tif,953,0001209719.tif,1
137,zsl_split,1,950,0001209708.tif,4042,2047594024.tif,0
138,zsl_split,1,951,0001209729.tif,959,0001209717.tif,1
139,zsl_split,1,951,0001209729.tif,2175,522786116+-6117.tif,0
140,zsl_split,1,952,0001209714.tif,951,0001209729.tif,1
141,zsl_split,1,952,0001209714.tif,4932,2085775284e.tif,0
142,zsl_split,1,953,0001209719.tif,948,0001209718.tif,1
143,zsl_split,1,953,0001209719.tif,1678,2073428822.tif,0
144,zsl_split,1,954,0001209710.tif,952,0001209714.tif,1
145,zsl_split,1,954,0001209710.tif,1792,2074210920.tif,0
146,zsl_split,1,955,0001209727.tif,951,0001209729.tif,1
147,zsl_split,1,955,0001209727.tif,2437,522749371+-9372.tif,0
148,zsl_split,1,956,0001209720.tif,957,0001209728.tif,1
149,zsl_split,1,956,0001209720.tif,2189,522800048+-0049.tif,0
150,zsl_split,1,957,0001209728.tif,950,0001209708.tif,1
151,zsl_split,1,957,0001209728.tif,1801,2074135385.tif,0
152,zsl_split,1,958,0001209715.tif,949,0001209726.tif,1
153,zsl_split,1,958,0001209715.tif,1729,2074220800.tif,0
154,zsl_split,1,959,0001209717.tif,963,0001209725.tif,1
155,zsl_split,1,959,0001209717.tif,4969,2070044964a.tif,0
156,zsl_split,1,960,0001209730.tif,953,0001209719.tif,1
157,zsl_split,1,960,0001209730.tif,2412,518304047+-4048.tif,0
158,zsl_split,1,961,0001209721.tif,953,0001209719.tif,1
159,zsl_split,1,961,0001209721.tif,1800,2078162007.tif,0
160,zsl_split,1,962,0001209709.tif,950,0001209708.tif,1
161,zsl_split,1,962,0001209709.tif,1744,2075814732.tif,0
162,zsl_split,1,963,0001209725.tif,961,0001209721.tif,1
163,zsl_split,1,963,0001209725.tif,2,2058003689_2058003690.tif,0
164,zsl_split,1,976,2057124218_4221.tif,985,2057124496_4499.tif,1
165,zsl_split,1,976,2057124218_4221.tif,665,2505233639_3640.tif,0
166,zsl_split,1,977,2057123839_3842.tif,976,2057124218_4221.tif,1
167,zsl_split,1,977,2057123839_3842.tif,171,2502339467.tif,0
168,zsl_split,1,978,2057124053.tif,989,2057123847_3850.tif,1
169,zsl_split,1,978,2057124053.tif,2460,518294233+-4234.tif,0
170,zsl_split,1,979,2057124195_4197.tif,992,2057124161_4163.tif,1
171,zsl_split,1,979,2057124195_4197.tif,1182,0000165637.tif,0
172,zsl_split,1,980,2057124331_4334.tif,990,2057124458_4461.tif,1
173,zsl_split,1,980,2057124331_4334.tif,3541,2050627803_2050627804.tif,0
174,zsl_split,1,981,2057123751_3753.tif,990,2057124458_4461.tif,1
175,zsl_split,1,981,2057123751_3753.tif,2199,03668166.tif,0
176,zsl_split,1,982,2057123882_3884.tif,987,2057124004_4005.tif,1
177,zsl_split,1,982,2057123882_3884.tif,2330,522717762+-7763.tif,0
178,zsl_split,1,983,2057124204_4207.tif,986,2057123913_3915.tif,1
179,zsl_split,1,983,2057124204_4207.tif,2195,518139532+-9533.tif,0
180,zsl_split,1,984,2057124198_4200.tif,991,2057124148_4151.tif,1
181,zsl_split,1,984,2057124198_4200.tif,3539,2050627856.tif,0
182,zsl_split,1,985,2057124496_4499.tif,987,2057124004_4005.tif,1
183,zsl_split,1,985,2057124496_4499.tif,1181,0000064118.tif,0
184,zsl_split,1,986,2057123913_3915.tif,992,2057124161_4163.tif,1
185,zsl_split,1,986,2057123913_3915.tif,4060,81302985.tif,0
186,zsl_split,1,987,2057124004_4005.tif,984,2057124198_4200.tif,1
187,zsl_split,1,987,2057124004_4005.tif,1192,0000080882.tif,0
188,zsl_split,1,988,2057124189_4191.tif,986,2057123913_3915.tif,1
189,zsl_split,1,988,2057124189_4191.tif,4976,2072411616d.tif,0
190,zsl_split,1,989,2057123847_3850.tif,983,2057124204_4207.tif,1
191,zsl_split,1,989,2057123847_3850.tif,2423,524480948+-0949.tif,0
192,zsl_split,1,990,2057124458_4461.tif,979,2057124195_4197.tif,1
193,zsl_split,1,990,2057124458_4461.tif,4031,2074827790.tif,0
194,zsl_split,1,991,2057124148_4151.tif,976,2057124218_4221.tif,1
195,zsl_split,1,991,2057124148_4151.tif,1230,2063195217.tif,0
196,zsl_split,1,992,2057124161_4163.tif,983,2057124204_4207.tif,1
197,zsl_split,1,992,2057124161_4163.tif,2196,522749949+-9950.tif,0
198,zsl_split,1,993,2057124065_4066.tif,977,2057123839_3842.tif,1
199,zsl_split,1,993,2057124065_4066.tif,2350,522717792+-7793.tif,0
200,zsl_split,1,994,2057124475_4477.tif,977,2057123839_3842.tif,1
201,zsl_split,1,994,2057124475_4477.tif,1790,2074961842.tif,0
202,zsl_split,1,1004,2031536184_2031536187.tif,1005,2031535549_2031535552.tif,1
203,zsl_split,1,1004,2031536184_2031536187.tif,1786,2074231007.tif,0
204,zsl_split,1,1005,2031535549_2031535552.tif,1004,2031536184_2031536187.tif,1
205,zsl_split,1,1005,2031535549_2031535552.tif,2154,522700760+-0760.tif,0
206,zsl_split,1,1179,0000080784.tif,1197,0000082717.tif,1
207,zsl_split,1,1179,0000080784.tif,2372,522814884+-4885.tif,0
208,zsl_split,1,1180,0000063751.tif,1216,0000989822.tif,1
209,zsl_split,1,1180,0000063751.tif,3324,0001219521.tif,0
210,zsl_split,1,1181,0000064118.tif,1192,0000080882.tif,1
211,zsl_split,1,1181,0000064118.tif,2391,518294717+-4718.tif,0
212,zsl_split,1,1182,0000165637.tif,1219,0000053862.tif,1
213,zsl_split,1,1182,0000165637.tif,3956,516523885_516523889.tif,0
214,zsl_split,1,1183,0000062540.tif,1225,0000061997.tif,1
215,zsl_split,1,1183,0000062540.tif,4055,2047611264.tif,0
216,zsl_split,1,1184,0000060873.tif,1181,0000064118.tif,1
217,zsl_split,1,1184,0000060873.tif,1716,2075579668.tif,0
218,zsl_split,1,1185,0000080714.tif,1206,0000067071.tif,1
219,zsl_split,1,1185,0000080714.tif,2194,522677498+-7499.tif,0
220,zsl_split,1,1186,0000081363.tif,1203,0000044757.tif,1
221,zsl_split,1,1186,0000081363.tif,2439,518304480+-4481.tif,0
222,zsl_split,1,1187,0000062602.tif,1188,0000062589.tif,1
223,zsl_split,1,1187,0000062602.tif,2458,524385321+-5324.tif,0
224,zsl_split,1,1188,0000062589.tif,1205,0000061494.tif,1
225,zsl_split,1,1188,0000062589.tif,1713,2074672772.tif,0
226,zsl_split,1,1189,0000052732.tif,1182,0000165637.tif,1
227,zsl_split,1,1189,0000052732.tif,3300,0001219540.tif,0
228,zsl_split,1,1190,0000059656.tif,1194,0000046916.tif,1
229,zsl_split,1,1190,0000059656.tif,86,0001229955.tif,0
230,zsl_split,1,1191,0000082806.tif,1198,0000052190.tif,1
231,zsl_split,1,1191,0000082806.tif,2326,522814802+-4803.tif,0
232,zsl_split,1,1192,0000080882.tif,1197,0000082717.tif,1
233,zsl_split,1,1192,0000080882.tif,2477,522776681+-6682.tif,0
234,zsl_split,1,1193,0000057552.tif,1207,0000057514.tif,1
235,zsl_split,1,1193,0000057552.tif,4929,2085764968c.tif,0
236,zsl_split,1,1194,0000046916.tif,1216,0000989822.tif,1
237,zsl_split,1,1194,0000046916.tif,2370,518294729+-4730.tif,0
238,zsl_split,1,1195,0000053258.tif,1203,0000044757.tif,1
239,zsl_split,1,1195,0000053258.tif,3498,507264603_507264607.tif,0
240,zsl_split,1,1196,0000044829.tif,1189,0000052732.tif,1
241,zsl_split,1,1196,0000044829.tif,3551,2050627116_2050627118.tif,0
242,zsl_split,1,1197,0000082717.tif,1227,0000060972.tif,1
243,zsl_split,1,1197,0000082717.tif,78,0001239824.tif,0
244,zsl_split,1,1198,0000052190.tif,1192,0000080882.tif,1
245,zsl_split,1,1198,0000052190.tif,81,0001219475.tif,0
246,zsl_split,1,1199,0000081046.tif,1197,0000082717.tif,1
247,zsl_split,1,1199,0000081046.tif,4973,2085111532a.tif,0
248,zsl_split,1,1200,0000063593.tif,1213,0000080996.tif,1
249,zsl_split,1,1200,0000063593.tif,4974,2085108375a.tif,0
250,zsl_split,1,1201,0000052148.tif,1221,0000080824.tif,1
251,zsl_split,1,1201,0000052148.tif,1779,2075318725.tif,0
252,zsl_split,1,1202,0000046920.tif,1184,0000060873.tif,1
253,zsl_split,1,1202,0000046920.tif,3559,2050627397_2050627399.tif,0
254,zsl_split,1,1203,0000044757.tif,1217,0000044907.tif,1
255,zsl_split,1,1203,0000044757.tif,2147,522677581+-7582.tif,0
256,zsl_split,1,1204,0000053194.tif,1181,0000064118.tif,1
257,zsl_split,1,1204,0000053194.tif,1698,2075548494.tif,0
258,zsl_split,1,1205,0000061494.tif,1219,0000053862.tif,1
259,zsl_split,1,1205,0000061494.tif,3735,0001233204.tif,0
260,zsl_split,1,1206,0000067071.tif,1215,0000061773.tif,1
261,zsl_split,1,1206,0000067071.tif,663,2029178887_8888.tif,0
262,zsl_split,1,1207,0000057514.tif,1225,0000061997.tif,1
263,zsl_split,1,1207,0000057514.tif,3497,507004865.tif,0
264,zsl_split,1,1208,0000063673.tif,1198,0000052190.tif,1
265,zsl_split,1,1208,0000063673.tif,4075,81303720.tif,0
266,zsl_split,1,1209,0000062641.tif,1219,0000053862.tif,1
267,zsl_split,1,1209,0000062641.tif,3307,0001219514.tif,0
268,zsl_split,1,1210,0000063993.tif,1214,0000046987.tif,1
269,zsl_split,1,1210,0000063993.tif,2488,518294221+-4222.tif,0
270,zsl_split,1,1211,0000081211.tif,1204,0000053194.tif,1
271,zsl_split,1,1211,0000081211.tif,4663,0001219590.tif,0
272,zsl_split,1,1212,0000057576.tif,1198,0000052190.tif,1
273,zsl_split,1,1212,0000057576.tif,1702,2074212265.tif,0
274,zsl_split,1,1213,0000080996.tif,1184,0000060873.tif,1
275,zsl_split,1,1213,0000080996.tif,1701,2074972984.tif,0
276,zsl_split,1,1214,0000046987.tif,1222,0000052150.tif,1
277,zsl_split,1,1214,0000046987.tif,2363,522717766+-7767.tif,0
278,zsl_split,1,1215,0000061773.tif,1212,0000057576.tif,1
279,zsl_split,1,1215,0000061773.tif,991,2057124148_4151.tif,0
280,zsl_split,1,1216,0000989822.tif,1211,0000081211.tif,1
281,zsl_split,1,1216,0000989822.tif,2405,522749395+-9396.tif,0
282,zsl_split,1,1217,0000044907.tif,1218,0000064101.tif,1
283,zsl_split,1,1217,0000044907.tif,3296,0001219560.tif,0
284,zsl_split,1,1218,0000064101.tif,1227,0000060972.tif,1
285,zsl_split,1,1218,0000064101.tif,2332,524385331+-5332.tif,0
286,zsl_split,1,1219,0000053862.tif,1187,0000062602.tif,1
287,zsl_split,1,1219,0000053862.tif,2407,522705202+-5203.tif,0
288,zsl_split,1,1220,0000052771.tif,1191,0000082806.tif,1
289,zsl_split,1,1220,0000052771.tif,1762,2075333232.tif,0
290,zsl_split,1,1221,0000080824.tif,1210,0000063993.tif,1
291,zsl_split,1,1221,0000080824.tif,1787,2074674401.tif,0
292,zsl_split,1,1222,0000052150.tif,1200,0000063593.tif,1
293,zsl_split,1,1222,0000052150.tif,2324,522718355+-8356.tif,0
294,zsl_split,1,1223,0000082673.tif,1202,0000046920.tif,1
295,zsl_split,1,1223,0000082673.tif,1712,2073428498.tif,0
296,zsl_split,1,1224,0000063357.tif,1215,0000061773.tif,1
297,zsl_split,1,1224,0000063357.tif,2170,515943781+-3782.tif,0
298,zsl_split,1,1225,0000061997.tif,1222,0000052150.tif,1
299,zsl_split,1,1225,0000061997.tif,4997,0001227410.tif,0
300,zsl_split,1,1226,0000067090.tif,1185,0000080714.tif,1
301,zsl_split,1,1226,0000067090.tif,4995,0001227451.tif,0
302,zsl_split,1,1227,0000060972.tif,1201,0000052148.tif,1
303,zsl_split,1,1227,0000060972.tif,985,2057124496_4499.tif,0
304,zsl_split,1,1228,0000080746.tif,1224,0000063357.tif,1
305,zsl_split,1,1228,0000080746.tif,18,2040251430.tif,0
306,zsl_split,1,1229,2063195478.tif,1237,2063195569.tif,1
307,zsl_split,1,1229,2063195478.tif,12,2041076199_2041076204.tif,0
308,zsl_split,1,1230,2063195217.tif,1238,2063195231.tif,1
309,zsl_split,1,1230,2063195217.tif,2398,522717796+-7797.tif,0
310,zsl_split,1,1231,2063195305.tif,1238,2063195231.tif,1
311,zsl_split,1,1231,2063195305.tif,2485,522705078+-5079.tif,0
312,zsl_split,1,1232,2063195542.tif,1230,2063195217.tif,1
313,zsl_split,1,1232,2063195542.tif,3490,506500030.tif,0
314,zsl_split,1,1233,2063195554.tif,1237,2063195569.tif,1
315,zsl_split,1,1233,2063195554.tif,4994,0001227425.tif,0
316,zsl_split,1,1234,2063195191.tif,1237,2063195569.tif,1
317,zsl_split,1,1234,2063195191.tif,4032,2077805952.tif,0
318,zsl_split,1,1235,2063195607.tif,1230,2063195217.tif,1
319,zsl_split,1,1235,2063195607.tif,2365,522768536+-8537.tif,0
320,zsl_split,1,1236,2063195496.tif,1239,2063195240.tif,1
321,zsl_split,1,1236,2063195496.tif,4033,2046039536.tif,0
322,zsl_split,1,1237,2063195569.tif,1229,2063195478.tif,1
323,zsl_split,1,1237,2063195569.tif,2354,518294751+-4752.tif,0
324,zsl_split,1,1238,2063195231.tif,1231,2063195305.tif,1
325,zsl_split,1,1238,2063195231.tif,2503,522717794+-7795.tif,0
326,zsl_split,1,1239,2063195240.tif,1230,2063195217.tif,1
327,zsl_split,1,1239,2063195240.tif,2197,518292918+-2919.tif,0
328,zsl_split,1,1618,515240248+-0248.tif,1622,515240206+-0206.tif,1
329,zsl_split,1,1618,515240248+-0248.tif,962,0001209709.tif,0
330,zsl_split,1,1619,515240205+-0205.tif,1620,515240250+-0250.tif,1
331,zsl_split,1,1619,515240205+-0205.tif,2175,522786116+-6117.tif,0
332,zsl_split,1,1620,515240250+-0250.tif,1624,515240240+-0240.tif,1
333,zsl_split,1,1620,515240250+-0250.tif,1715,2073690127.tif,0
334,zsl_split,1,1621,515240074+-0075.tif,1620,515240250+-0250.tif,1
335,zsl_split,1,1621,515240074+-0075.tif,4035,2040237327.tif,0
336,zsl_split,1,1622,515240206+-0206.tif,1624,515240240+-0240.tif,1
337,zsl_split,1,1622,515240206+-0206.tif,2164,522798340+-8341.tif,0
338,zsl_split,1,1623,515240210+-0210.tif,1620,515240250+-0250.tif,1
339,zsl_split,1,1623,515240210+-0210.tif,1725,2075045396.tif,0
340,zsl_split,1,1624,515240240+-0240.tif,1620,515240250+-0250.tif,1
341,zsl_split,1,1624,515240240+-0240.tif,1201,0000052148.tif,0
342,zsl_split,1,1674,2073623961.tif,1770,2075463849.tif,1
343,zsl_split,1,1674,2073623961.tif,2337,522863530+-3531.tif,0
344,zsl_split,1,1675,2077788178.tif,1795,2074222270.tif,1
345,zsl_split,1,1675,2077788178.tif,4078,81303292.tif,0
346,zsl_split,1,1676,2075801007.tif,1798,2072823870.tif,1
347,zsl_split,1,1676,2075801007.tif,2478,522705196+-5197.tif,0
348,zsl_split,1,1677,2075818108.tif,1754,2075030454.tif,1
349,zsl_split,1,1677,2075818108.tif,4975,2085786917b.tif,0
350,zsl_split,1,1678,2073428822.tif,1736,2077876331.tif,1
351,zsl_split,1,1678,2073428822.tif,3547,2050627239_2050627240.tif,0
352,zsl_split,1,1679,2072822188.tif,1763,2074134627.tif,1
353,zsl_split,1,1679,2072822188.tif,3317,0001219531.tif,0
354,zsl_split,1,1680,2078139475.tif,1701,2074972984.tif,1
355,zsl_split,1,1680,2078139475.tif,3742,0001233201.tif,0
356,zsl_split,1,1681,2075550183.tif,1694,2078158672.tif,1
357,zsl_split,1,1681,2075550183.tif,976,2057124218_4221.tif,0
358,zsl_split,1,1682,2078064159.tif,1708,2076182786.tif,1
359,zsl_split,1,1682,2078064159.tif,1185,0000080714.tif,0
360,zsl_split,1,1683,2074693116.tif,1746,2075045058.tif,1
361,zsl_split,1,1683,2074693116.tif,1196,0000044829.tif,0
362,zsl_split,1,1684,2072823588.tif,1722,2074134138.tif,1
363,zsl_split,1,1684,2072823588.tif,79,0001229994.tif,0
364,zsl_split,1,1685,2075547929.tif,1789,2074134010.tif,1
365,zsl_split,1,1685,2075547929.tif,4995,0001227451.tif,0
366,zsl_split,1,1686,2074211209.tif,1760,2072821976.tif,1
367,zsl_split,1,1686,2074211209.tif,3324,0001219521.tif,0
368,zsl_split,1,1687,2074231795.tif,1785,2072822475.tif,1
369,zsl_split,1,1687,2074231795.tif,2162,522677458+-7459.tif,0
370,zsl_split,1,1688,2075492044.tif,1770,2075463849.tif,1
371,zsl_split,1,1688,2075492044.tif,3294,0001219510.tif,0
372,zsl_split,1,1689,2075049593.tif,1686,2074211209.tif,1
373,zsl_split,1,1689,2075049593.tif,4670,0001219583.tif,0
374,zsl_split,1,1690,2074232090.tif,1677,2075818108.tif,1
375,zsl_split,1,1690,2074232090.tif,5,2058003961.tif,0
376,zsl_split,1,1691,2075777512.tif,1751,2074828404.tif,1
377,zsl_split,1,1691,2075777512.tif,2422,522719990+-9991.tif,0
378,zsl_split,1,1692,2074230291.tif,1737,2074211200.tif,1
379,zsl_split,1,1692,2074230291.tif,2492,524359496+-9497.tif,0
380,zsl_split,1,1693,2074837320.tif,1699,2075086781.tif,1
381,zsl_split,1,1693,2074837320.tif,2502,518304470+-4471.tif,0
382,zsl_split,1,1694,2078158672.tif,1762,2075333232.tif,1
383,zsl_split,1,1694,2078158672.tif,2486,518304763+-4763a.tif,0
384,zsl_split,1,1695,2078153069.tif,1674,2073623961.tif,1
385,zsl_split,1,1695,2078153069.tif,2441,522719964+-9965.tif,0
386,zsl_split,1,1696,2076167898.tif,1680,2078139475.tif,1
387,zsl_split,1,1696,2076167898.tif,2365,522768536+-8537.tif,0
388,zsl_split,1,1697,2075318486.tif,1771,2075547969.tif,1
389,zsl_split,1,1697,2075318486.tif,4090,81303920.tif,0
390,zsl_split,1,1698,2075548494.tif,1801,2074135385.tif,1
391,zsl_split,1,1698,2075548494.tif,3547,2050627239_2050627240.tif,0
392,zsl_split,1,1699,2075086781.tif,1694,2078158672.tif,1
393,zsl_split,1,1699,2075086781.tif,1181,0000064118.tif,0
394,zsl_split,1,1700,2075273982.tif,1742,2075327115.tif,1
395,zsl_split,1,1700,2075273982.tif,2414,518294241+-4242.tif,0
